d,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft DirectX SDK (March 2009)
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\dialogs.cpp,OCCAAAAACAAAAAAAMIECACMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\dialogs.h,JOBDAAAACAAAAAAAMIECACMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\directx.ico,HOGCAAAACAAAAAAAMIECACMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\dxtex.cpp,FJDFAAAACAAAAAAACFKFAEMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\dxtex.h,AAALAAAACAAAAAAACFKFAEMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\DXTex.jpg,BLEFAAAACAAAAAAACFKFAEMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\DxTex.manifest,OBADAAAACAAAAAAACFKFAEMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\dxtex.rc,BDHJAAAACAAAAAAAIAEBEEFOHLKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\dxtexdoc.cpp,AALMAAAACAAAAAAANPGJAJMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\dxtexdoc.h,LGBAAAAACAAAAAAANPGJAJMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\dxtexdoc.ico,DGAEAAAACAAAAAAANPGJAJMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\dxtexview.cpp,NKHMAAAACAAAAAAANPGJAJMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\dxtexview.h,NLBDAAAACAAAAAAADMMMALMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\dxtex_2005.sln,MOACAAAACAAAAAAACFKFAEMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\dxtex_2005.vcproj,LJBKAAAACAAAAAAAICAHAHMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\dxtex_2008.sln,MPACAAAACAAAAAAANPGJAJMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\dxtex_2008.vcproj,LJBJAAAACAAAAAAANPGJAJMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\formats.h,CKBGAAAACAAAAAAAPGJABAMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\MainFrm.cpp,KEALAAAACAAAAAAAPGJABAMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\MainFrm.h,AGAGAAAACAAAAAAAPGJABAMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\Resource.h,JPBNAAAACAAAAAAAFDPDBCMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\StdAfx.cpp,MOAAAAAACAAAAAAALAFFBFMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\StdAfx.h,IAADAAAACAAAAAAAIBEBCBMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\dxtex\Toolbar.bmp,FGACAAAACAAAAAAAIBEBCBMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\App.cpp,GGHAAAAACAAAAAAAAKGGGGMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\App.h,DABGAAAACAAAAAAAAKGGGGMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Camera.cpp,LEAOAAAACAAAAAAAAKGGGGMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Camera.h,HEACAAAACAAAAAAAAKGGGGMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\cube.x,HCNJBLAACAAAAAAAMDGEIFMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Default10.fx,KABBAAAACAAAAAAACAMHIHMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Default9.fx,HFAPAAAACAAAAAAACAMHIHMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\directx.ico,HOGCAAAACAAAAAAAGFDMJNMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Dispatch.h,GAALAAAACAAAAAAAGFDMJNMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\DXViewer.gif,JPAOAAAACAAAAAAAGFDMJNMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\DXViewer.manifest,NOADAAAACAAAAAAAGFDMJNMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\DXViewer.rc,MKANAAAACAAAAAAACFGLANFOHLKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\DXViewer_2005.sln,NDAFAAAACAAAAAAAGFDMJNMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\DXViewer_2005.vcproj,GHCPAAAACAAAAAAAGFDMJNMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\DXViewer_2008.sln,NEAFAAAACAAAAAAAGFDMJNMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\DXViewer_2008.vcproj,KJCPAAAACAAAAAAAGFDMJNMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\EffectHUD.cpp,ICDPAAAACAAAAAAAMCJOJPMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\EffectHUD.h,CEACAAAACAAAAAAAMCJOJPMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\FileSystem.cpp,EEBIAAAACAAAAAAAHKNHNIMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\FileSystem.h,POAGAAAACAAAAAAAHKNHNIMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\FSQ10.fx,IMAJAAAACAAAAAAAHKNHNIMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\HUD.cpp,CKCPAAAACAAAAAAAHKNHNIMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\HUD.h,DMAOAAAACAAAAAAAHKNHNIMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\IncludeHandler10.cpp,FAADAAAACAAAAAAAHKNHNIMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\IncludeHandler10.h,OIABAAAACAAAAAAAHKNHNIMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\IncludeHandler9.cpp,IGAOAAAACAAAAAAAHKNHNIMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\IncludeHandler9.h,LHABAAAACAAAAAAAHKNHNIMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\macros.h,NLAJAAAACAAAAAAAHKNHNIMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\MainHUD.cpp,LHAPAAAACAAAAAAAHKNHNIMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\MainHUD.h,IFABAAAACAAAAAAAHKNHNIMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Model.cpp,BAJFAAAACAAAAAAAOOGAOCMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Model.h,OJBCAAAACAAAAAAAELMDOEMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Model10.cpp,FBFFAAAACAAAAAAANGHDPFMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Model10.h,DBBAAAAACAAAAAAANGHDPFMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Model9.cpp,CLCKAAAACAAAAAAANGHDPFMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Model9.h,GLANAAAACAAAAAAANGHDPFMDDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\plane.x,IBNAAEAACAAAAAAAKHFPABMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Render.cpp,BKCGAAAACAAAAAAAKHFPABMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Render.h,LCAHAAAACAAAAAAAKHFPABMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Render10.cpp,LNDOAAAACAAAAAAAKHFPABMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Render10.h,GFAOAAAACAAAAAAAKHFPABMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Render9.cpp,BMCKAAAACAAAAAAAHGLPEBMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Render9.h,NDAJAAAACAAAAAAAHGLPEBMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\resource.h,BGAFAAAACAAAAAAAHGLPEBMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\Show10.fx,BFECAAAACAAAAAAAHGLPEBMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ShowAdjacencies9.cpp,CNBNAAAACAAAAAAAHGLPEBMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ShowAdjacencies9.h,JEAHAAAACAAAAAAAHGLPEBMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ShowBounds9.cpp,HLBCAAAACAAAAAAAHGLPEBMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ShowBounds9.h,PIAEAAAACAAAAAAAHGLPEBMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ShowCreases9.cpp,HOBKAAAACAAAAAAAHGLPEBMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ShowCreases9.h,PPAFAAAACAAAAAAAHGLPEBMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ShowEdges9.cpp,OIBHAAAACAAAAAAACPLOGAMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ShowEdges9.h,JDAFAAAACAAAAAAACPLOGAMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ShowLines9.fx,LOAIAAAACAAAAAAACPLOGAMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ShowNormals9.cpp,OFBNAAAACAAAAAAACPLOGAMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ShowNormals9.h,JFAFAAAACAAAAAAACPLOGAMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ShowPoints9.cpp,CGBDAAAACAAAAAAACPLOGAMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ShowPoints9.h,DOAFAAAACAAAAAAACPLOGAMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ShowShared10.cpp,AHBMAAAACAAAAAAACPLOGAMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ShowShared10.h,NDAJAAAACAAAAAAACPLOGAMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ShowShared9.h,FBAFAAAACAAAAAAACPLOGAMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ShowVectors9.fx,MEAMAAAACAAAAAAACPLOGAMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\sphere.x,GHLBAEAACAAAAAAAOJICGFMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\State.h,KGAJAAAACAAAAAAAOJICGFMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\StateBlock.cpp,GLAHAAAACAAAAAAABGALIOMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\StateBlock.h,ILAKAAAACAAAAAAABGALIOMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ViewHUD.cpp,FECBAAAACAAAAAAAIJMOLBMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\DxViewer\ViewHUD.h,IDABAAAACAAAAAAAIJMOLBMEDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\GDFTrace\directx.ico,HOGCAAAACAAAAAAANPCDMOMHDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\GDFTrace\GDFData.cpp,CMBMAAAACAAAAAAANPCDMOMHDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\GDFTrace\GDFData.h,FIAFAAAACAAAAAAANPCDMOMHDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\GDFTrace\GDFParse.cpp,MNKGAAAACAAAAAAADMIGNAMHDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\GDFTrace\GDFParse.h,CPAMAAAACAAAAAAADMIGNAMHDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\GDFTrace\GDFTrace.cpp,FKHEAAAACAAAAAAAGKNENOMHDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\GDFTrace\GDFTrace.jpg,FIDMAAAACAAAAAAAGKNENOMHDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\GDFTrace\GDFTrace.manifest,OOADAAAACAAAAAAAGKNENOMHDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\GDFTrace\GDFTrace.rc,BNAIAAAACAAAAAAAKOIPFCFOHLKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\GDFTrace\GDFTrace_2005.sln,NCAEAAAACAAAAAAAGKNENOMHDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\GDFTrace\GDFTrace_2005.vcproj,DFCIAAAACAAAAAAAGKNENOMHDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\GDFTrace\GDFTrace_2008.sln,NDAEAAAACAAAAAAAGKNENOMHDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\GDFTrace\GDFTrace_2008.vcproj,JDCIAAAACAAAAAAAGKNENOMHDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\GDFTrace\ratings.xml,OHDKAAAACAAAAAAANOFNOIMHDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\GDFTrace\RatingsDB.cpp,DNCEAAAACAAAAAAANOFNOIMHDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\GDFTrace\RatingsDB.h,GOADAAAACAAAAAAANOFNOIMHDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\MeshConvert\directx.ico,HOGCAAAACAAAAAAABAHOFCMMDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\MeshConvert\IntermediateMesh.cpp,BCNPAAAACAAAAAAABAHOFCMMDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\MeshConvert\IntermediateMesh.h,PKBMAAAACAAAAAAABAHOFCMMDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\MeshConvert\Loader.cpp,AGAJAAAACAAAAAAAGGMIILFOHLKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\MeshConvert\Loader.h,IPADAAAACAAAAAAAGNOAFEMMDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\MeshConvert\LoaderXFile.cpp,LGBNAAAACAAAAAAAGNOAFEMMDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\MeshConvert\LoaderXFile.h,FEADAAAACAAAAAAAFFPDGHMMDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\MeshConvert\main.cpp,JKDLAAAACAAAAAAALCFFGKMMDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\MeshConvert\meshconvert.jpg,FIDMAAAACAAAAAAALCFFGKMMDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\MeshConvert\MeshConvert.manifest,PAADAAAACAAAAAAALCFFGKMMDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\MeshConvert\MeshConvert.rc,HHAHAAAACAAAAAAAMDCKIOFOHLKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\MeshConvert\MeshConvert_2005.sln,NIAEAAAACAAAAAAALCFFGKMMDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\MeshConvert\MeshConvert_2005.vcproj,PICLAAAACAAAAAAALCFFGKMMDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\MeshConvert\MeshConvert_2008.sln,NJAEAAAACAAAAAAALCFFGKMMDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\MeshConvert\MeshConvert_2008.vcproj,FGCMAAAACAAAAAAALCFFGKMMDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\MeshConvert\stdafx.cpp,AEABAAAACAAAAAAAOAKDHIMMDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\MeshConvert\stdafx.h,FFAPAAAACAAAAAAAMDCKIOFOHLKGMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\BindAddress.cpp,HJCDAAAACAAAAAAALFBLKFNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\BindAddress.h,PFAJAAAACAAAAAAALFBLKFNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\BoundValueTable.cpp,JBDFAAAACAAAAAAALFBLKFNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\BoundValueTable.h,PFBAAAAACAAAAAAALFBLKFNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Control.cpp,OJABAAAACAAAAAAALFBLKFNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Control.h,OLACAAAACAAAAAAALFBLKFNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\DataType.cpp,IFBDAAAACAAAAAAALFBLKFNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\DataType.h,CHBJAAAACAAAAAAALFBLKFNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Effect.cpp,NIAKAAAACAAAAAAALFBLKFNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Effect.h,EOAFAAAACAAAAAAALFBLKFNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Effect10.cpp,ILGGAAAACAAAAAAALFBLKFNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Effect10.h,JNAGAAAACAAAAAAABCHOKHNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Effect9.cpp,OBHFAAAACAAAAAAABCHOKHNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Effect9.h,HEAIAAAACAAAAAAAJNCOLINFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\FilePath.h,OFAHAAAACAAAAAAAJNCOLINFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Host.cpp,EGAEAAAACAAAAAAAJNCOLINFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Host.h,AAAPAAAACAAAAAAAPKJALKNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Integrator.cpp,DDAFAAAACAAAAAAAPKJALKNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Integrator.h,HGABAAAACAAAAAAAPKJALKNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Parameter.cpp,BBGLAAAACAAAAAAAPKJALKNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Parameter.h,NBBKAAAACAAAAAAAPKJALKNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Sas.cpp,AOAMAAAACAAAAAAAPKJALKNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Sas.fxh,CHCOAAAACAAAAAAAPKJALKNFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Sas.h,PEAEAAAACAAAAAAADPAGNANFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Sas__2005.vcproj,KMBCAAAACAAAAAAADPAGNANFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Sas__2008.vcproj,CIBGAAAACAAAAAAADPAGNANFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\stdafx.cpp,GGAEAAAACAAAAAAADPAGNANFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\stdafx.h,OMBAAAAACAAAAAAADPAGNANFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Unit.cpp,IHAFAAAACAAAAAAADPAGNANFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Unit.h,EIAKAAAACAAAAAAADPAGNANFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Value.cpp,DGHAAAAACAAAAAAADPAGNANFDHIDMJABAAAAAAAAAAAAAAAA
f,J:\Program Files\DXSDK\Utilities\Source\Sas\Value.h,ECDJAAAACAAAAAAAFGCNNHNFDHIDMJABAAAAAAAAAAAAAAAA
s,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft DirectX SDK (March 2009)\Microsoft DirectX SDK ReadMe.lnk
s,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft DirectX SDK (March 2009)\DirectX SDK Command Prompt.lnk
s,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft DirectX SDK (March 2009)\DirectX Sample Browser.lnk
s,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft DirectX SDK (March 2009)\DirectX Documentation for C++.lnk
s,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft DirectX SDK (March 2009)\Windows 7/D3D11 Tech Preview Documentation for C++.lnk
s,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft DirectX SDK (March 2009)\DirectX Utilities\Audio Console.lnk
s,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft DirectX SDK (March 2009)\DirectX Utilities\DirectX Caps Viewer.lnk
s,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft DirectX SDK (March 2009)\DirectX Utilities\DirectX Control Panel.lnk
s,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft DirectX SDK (March 2009)\DirectX Utilities\DirectX Error Lookup.lnk
